,Gm#,Date,,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled,HomeGame
5542,35,201505150,boxscore,CHC,,PIT,W-wo,11,10,12,20-15,2, 4.0,Jackson,Liz,,5:01,D,"33,617",+++++,,True
5543,36,201505160,boxscore,CHC,,PIT,W,4,1,,21-15,2, 3.0,Lester,Cole,Wood,3:05,D,"38,883",++++++,,True
5544,37,201505170,boxscore,CHC,,PIT,L,0,3,,21-16,2, 4.0,Burnett,Arrieta,Melancon,3:07,D,"36,289",-,,True
5545,38,201505190,boxscore,CHC,@,SDP,L,3,4,,21-17,2, 4.5,Benoit,Russell,Kimbrel,2:47,N,"25,917",--,,False
5546,39,201505200,boxscore,CHC,@,SDP,W,3,2,,22-17,2, 4.5,Grimm,Ross,Rondon,2:57,N,"25,028",+,,False
5547,40,201505210,boxscore,CHC,@,SDP,W,3,0,,23-17,2, 3.5,Hendricks,Despaigne,,2:08,N,"30,021",++,,False
5548,41,201505220,boxscore,CHC,@,ARI,L-wo,4,5,13,23-18,2, 3.5,Delgado,Rosscup,,4:27,N,"34,498",-,,False
5549,42,201505230,boxscore,CHC,@,ARI,W,9,6,,24-18,2, 2.5,Motte,Burgos,Strop,3:14,N,"30,502",+,,False
5550,43,201505240,boxscore,CHC,@,ARI,L,3,4,,24-19,2, 3.5,Hellickson,Hammel,Ziegler,2:31,D,"39,660",-,,False
5551,44,201505250,boxscore,CHC,,WSN,L,1,2,,24-20,2, 4.5,Roark,Grimm,Storen,2:39,D,"38,463",--,,True
5552,45,201505260,boxscore,CHC,,WSN,W-wo,3,2,,25-20,2, 4.5,Rondon,Grace,,2:33,N,"30,440",+,,True
5553,46,201505270,boxscore,CHC,,WSN,L,0,3,,25-21,2, 5.5,Scherzer,Lester,Storen,3:00,N,"34,215",-,,True
5554,47,201505290,boxscore,CHC,,KCR,L,4,8,,25-22,2, 6.5,Herrera,Strop,,3:09,D,"34,273",--,,True
5555,48,201505310,boxscore,CHC,,KCR,W-wo,2,1,11,26-22,2, 6.0,Rosscup,Madson,,3:39,D,"37,766",+,,True
5556,49,201506010,boxscore,CHC,@,MIA,W,5,1,,27-22,2, 5.0,Hammel,Urena,,2:45,N,"20,964",++,,False
5557,50,201506020,boxscore,CHC,@,MIA,L,2,5,,27-23,2, 6.0,Hand,Hendricks,Ramos,2:33,N,"23,789",-,,False
5558,51,201506030,boxscore,CHC,@,MIA,L,3,7,,27-24,3, 7.0,Haren,Lester,,2:56,N,"22,962",--,,False
5559,52,201506040,boxscore,CHC,@,WSN,W,2,1,,28-24,3, 7.0,Arrieta,Gonzalez,Rondon,3:16,N,"35,465",+,,False
5560,53,201506050,boxscore,CHC,@,WSN,L,5,7,,28-25,3, 8.0,Roark,Wada,Storen,2:58,N,"36,124",-,,False
5561,54,201506060,boxscore,CHC,@,WSN,W,4,2,,29-25,3, 7.0,Hammel,Ross,Strop,2:52,D,"38,214",+,,False
5562,55,201506070,boxscore,CHC,@,WSN,W,6,3,,30-25,3, 7.0,Hendricks,Zimmermann,Motte,3:12,D,"40,939",++,,False
5563,56,201506090,boxscore,CHC,@,DET,L,0,6,,30-26,2, 6.5,Sanchez,Lester,,2:53,N,"33,301",-,,False
5564,57,201506100,boxscore,CHC,@,DET,W,12,3,,31-26,2, 6.5,Arrieta,Greene,,3:18,N,"33,397",+,,False
5565,58,201506110,boxscore,CHC,,CIN,W,6,3,,32-26,2, 6.0,Wood,Lorenzen,Rondon,2:58,N,"35,031",++,,True
5566,59,201506120,boxscore,CHC,,CIN,L,4,5,10,32-27,3, 7.0,Hoover,Rondon,Chapman,3:21,D,"40,016",-,,True
5567,60,201506130,boxscore,CHC,,CIN,W-wo,4,3,,33-27,3, 7.0,Motte,Cingrani,,2:39,N,"40,693",+,,True
5568,61,201506140,boxscore,CHC,,CIN,W-wo,2,1,11,34-27,3, 6.5,Schlitter,Badenhop,,3:54,N,"33,201",++,,True
5569,62,201506160,boxscore,CHC,,CLE,L,0,6,,34-28,3, 8.0,Bauer,Arrieta,,3:08,N,"35,914",-,,True
5570,63,201506170,boxscore,CHC,@,CLE,W,17,0,,35-28,3, 7.0,Wada,Marcum,,3:06,N,"15,572",+,,False
5571,64,201506180,boxscore,CHC,@,CLE,L,3,4,,35-29,3, 7.0,McAllister,Wood,Shaw,3:01,N,"15,891",-,,False
5572,65,201506190,boxscore,CHC,@,MIN,L,2,7,,35-30,3, 8.0,Hughes,Hendricks,,2:18,N,"36,817",--,,False
5573,66,201506200,boxscore,CHC,@,MIN,W,4,1,10,36-30,3, 8.0,Motte,Boyer,Rondon,3:17,D,"40,066",+,,False
5574,67,201506210,boxscore,CHC,@,MIN,W,8,0,,37-30,3, 7.0,Arrieta,Gibson,,2:59,D,"40,273",++,,False
5575,68,201506220,boxscore,CHC,,LAD,W,4,2,,38-30,3, 6.5,Wood,Kershaw,Motte,2:40,N,"35,147",+++,,True
5576,69,201506230,boxscore,CHC,,LAD,W-wo,1,0,10,39-30,3, 6.5,Motte,Peralta,,3:10,N,"36,799",++++,,True
5577,70,201506240,boxscore,CHC,,LAD,L,2,5,,39-31,3, 7.5,Howell,Hendricks,Jansen,3:12,N,"36,653",-,,True
5578,71,201506250,boxscore,CHC,,LAD,L,0,4,,39-32,3, 8.5,Frias,Lester,,2:57,D,"41,498",--,,True
5579,72,201506260,boxscore,CHC,@,STL,L-wo,2,3,10,39-33,3, 9.5,Maness,Grimm,,3:25,N,"45,558",---,,False
5580,73,201506270,boxscore,CHC,@,STL,L,1,8,,39-34,3, 10.5,Wacha,Roach,Villanueva,3:03,N,"46,407",----,,False
5581,74,201506280,boxscore,CHC,@,STL,L,1,4,,39-35,3, 11.5,Martinez,Hammel,Rosenthal,2:28,N,"45,384",-----,,False
5582,75,201506300,boxscore,CHC,@,NYM,W,1,0,,40-35,3, 10.5,Hendricks,Niese,Motte,2:22,N,"27,084",+,,False
5583,76,201507010,boxscore,CHC,@,NYM,W,2,0,11,41-35,3, 9.5,Motte,Torres,Grimm,3:40,N,"23,906",++,,False
5584,77,201507020,boxscore,CHC,@,NYM,W,6,1,,42-35,3, 8.5,Arrieta,deGrom,,2:41,D,"27,207",+++,,False
5585,78,201507030,boxscore,CHC,,MIA,L,1,2,,42-36,3, 8.5,Koehler,Hammel,Ramos,2:50,D,"41,212",-,,True
5586,79,201507040,boxscore,CHC,,MIA,W,7,2,,43-36,3, 8.5,Richard,Cosart,,2:40,N,"37,898",+,,True
5587,80,201507050,boxscore,CHC,,MIA,W,2,0,,44-36,3, 8.5,Hendricks,Latos,Motte,2:18,D,"37,764",++,,True
5588,81,201507060,boxscore,CHC,,STL,L,0,6,,44-37,3, 9.5,Lackey,Lester,,2:43,N,"37,609",-,,True
5589,82,201507071,boxscore,CHC,,STL,W,7,4,,45-37,3, 7.5,Arrieta,Lyons,,3:10,D,"34,368",+,,True
5590,83,201507072,boxscore,CHC,,STL,W,5,3,,46-37,3, 7.5,Wood,Maness,Motte,3:02,N,"35,703",++,2015-04-07 (Rain),True
5591,84,201507080,boxscore,CHC,,STL,L,5,6,,46-38,3, 8.5,Socolovich,Strop,Rosenthal,3:11,N,"37,993",-,,True
5592,85,201507100,boxscore,CHC,,CHW,L,0,1,,46-39,3, 9.0,Petricka,Rondon,Robertson,2:40,D,"41,580",--,,True
5593,86,201507110,boxscore,CHC,,CHW,L,1,5,,46-40,3, 9.0,Sale,Lester,,2:45,D,"41,596",---,,True
5594,87,201507120,boxscore,CHC,,CHW,W,3,1,,47-40,3, 8.0,Arrieta,Quintana,,2:18,D,"41,688",+,,True
5595,88,201507170,boxscore,CHC,@,ATL,L,2,4,,47-41,3, 9.0,Vizcaino,Strop,Johnson,3:04,N,"42,532",-,,False
5596,89,201507180,boxscore,CHC,@,ATL,W,4,0,,48-41,3, 9.0,Lester,Banuelos,,3:06,N,"45,758",+,,False
5597,90,201507190,boxscore,CHC,@,ATL,W,4,1,,49-41,3, 8.0,Arrieta,Miller,,3:18,N,"31,690",++,,False
5598,91,201507200,boxscore,CHC,@,CIN,L,4,5,,49-42,3, 8.5,Mattheus,Grimm,Chapman,3:09,N,"34,900",-,,False
5599,92,201507210,boxscore,CHC,@,CIN,W,5,4,13,50-42,3, 8.5,Motte,Adcock,Grimm,4:51,N,"36,845",+,,False
5600,93,201507221,boxscore,CHC,@,CIN,L,1,9,,50-43,3, 9.0,Leake,Hendricks,,2:42,D,"35,093",-,,False
5601,94,201507222,boxscore,CHC,@,CIN,W,6,5,,51-43,3, 9.0,Rondon,Chapman,Motte,3:39,N,"39,183",+,2015-04-25 (Rain),False
5602,95,201507240,boxscore,CHC,,PHI,L,3,5,10,51-44,3, 10.5,Giles,Russell,Papelbon,3:13,D,"41,230",-,,True
5603,96,201507250,boxscore,CHC,,PHI,L,0,5,,51-45,3, 11.5,Hamels,Arrieta,,2:38,D,"41,683",--,,True
5604,97,201507260,boxscore,CHC,,PHI,L,5,11,,51-46,3, 11.5,Nola,Hammel,,3:01,D,"41,123",---,,True
5605,98,201507270,boxscore,CHC,,COL,W-wo,9,8,,52-46,3, 11.5,Soriano,Axford,,3:35,N,"35,070",+,,True
5606,99,201507280,boxscore,CHC,,COL,L,2,7,,52-47,3, 11.5,Flande,Beeler,,3:11,N,"36,747",-,,True
5607,100,201507290,boxscore,CHC,,COL,W,3,2,,53-47,3, 10.5,Lester,Butler,Rondon,2:37,D,"38,874",+,,True
5608,101,201507300,boxscore,CHC,@,MIL,W,5,2,,54-47,3, 10.5,Soriano,Smith,Rondon,3:07,N,"36,306",++,,False
5609,102,201507310,boxscore,CHC,@,MIL,W,4,1,,55-47,3, 10.5,Hammel,Jungmann,Rondon,3:18,N,"35,669",+++,,False
5610,103,201508010,boxscore,CHC,@,MIL,W,4,2,,56-47,3, 9.5,Hendricks,Garza,Hunter,2:55,N,"41,720",++++,,False
5611,104,201508020,boxscore,CHC,@,MIL,W,4,3,,57-47,3, 9.5,Richard,Lohse,Rondon,3:12,D,"38,536",+++++,,False
5612,105,201508040,boxscore,CHC,@,PIT,W,5,0,,58-47,3, 8.5,Arrieta,Happ,,3:15,N,"34,993",++++++,,False
5613,106,201508050,boxscore,CHC,@,PIT,L,5,7,,58-48,3, 9.5,Bastardo,Wood,Melancon,3:05,N,"35,759",-,,False
5614,107,201508060,boxscore,CHC,,SFG,W,5,4,,59-48,3, 9.5,Grimm,Heston,Rondon,3:22,N,"41,242",+,,True
5615,108,201508070,boxscore,CHC,,SFG,W,7,3,,60-48,3, 9.5,Lester,Vogelsong,Rondon,3:13,D,"41,311",++,,True
5616,109,201508080,boxscore,CHC,,SFG,W,8,6,,61-48,3, 9.5,Hendricks,Cain,Grimm,3:14,D,"41,305",+++,,True
5617,110,201508090,boxscore,CHC,,SFG,W,2,0,,62-48,3, 8.5,Arrieta,Peavy,Rondon,3:13,D,"39,939",++++,,True
5618,111,201508110,boxscore,CHC,,MIL,W,6,3,,63-48,3, 8.5,Haren,Jungmann,Russell,3:10,N,"37,109",+++++,,True
5619,112,201508120,boxscore,CHC,,MIL,W-wo,3,2,10,64-48,3, 8.5,Hunter,Blazek,,2:55,N,"36,438",++++++,,True
5620,113,201508130,boxscore,CHC,,MIL,W,9,2,,65-48,3, 7.5,Lester,Cravy,,3:09,D,"40,799",+++++++,,True
5621,114,201508140,boxscore,CHC,@,CHW,W,6,5,,66-48,3, 7.5,Richard,Samardzija,Rondon,3:20,D,"36,386",++++++++,,False
5622,115,201508150,boxscore,CHC,@,CHW,W,6,3,,67-48,3, 7.5,Arrieta,Quintana,Rondon,3:35,N,"39,579",+++++++++,,False
5623,116,201508160,boxscore,CHC,@,CHW,L,1,3,,67-49,3, 7.5,Sale,Haren,Robertson,2:46,D,"39,475",-,,False
5624,117,201508180,boxscore,CHC,,DET,L,8,10,,67-50,3, 8.0,Alburquerque,Strop,,3:36,N,"39,684",--,,True
5625,118,201508190,boxscore,CHC,,DET,L,8,15,,67-51,3, 9.0,Feliz,Lester,,3:48,N,"40,310",---,,True
5626,119,201508200,boxscore,CHC,,ATL,W,7,1,,68-51,3, 8.5,Arrieta,Foltynewicz,,2:59,N,"34,633",+,,True
5627,120,201508210,boxscore,CHC,,ATL,W,5,3,,69-51,3, 7.5,Motte,Miller,Rondon,2:53,D,"39,211",++,,True
5628,121,201508220,boxscore,CHC,,ATL,W,9,7,,70-51,3, 6.5,Strop,Jackson,Rondon,2:42,D,"41,196",+++,,True
5629,122,201508230,boxscore,CHC,,ATL,W,9,3,,71-51,3, 6.5,Hammel,Wisler,,2:57,D,"39,581",++++,,True
5630,123,201508240,boxscore,CHC,,CLE,W-wo,2,1,,72-51,3, 6.5,Rondon,McAllister,,2:38,D,"36,283",+++++,2015-06-15 (Rain),True
5631,124,201508250,boxscore,CHC,@,SFG,W,8,5,,73-51,3, 6.5,Arrieta,Cain,Rondon,3:08,N,"41,595",++++++,,False
5632,125,201508260,boxscore,CHC,@,SFG,L,2,4,,73-52,3, 7.5,Peavy,Hendricks,Casilla,2:39,N,"41,640",-,,False
5633,126,201508270,boxscore,CHC,@,SFG,L,1,9,,73-53,3, 8.5,Bumgarner,Haren,,2:36,D,"41,847",--,,False
5634,127,201508280,boxscore,CHC,@,LAD,L,1,4,,73-54,3, 8.5,Kershaw,Hammel,Jansen,2:28,N,"44,874",---,,False
5635,128,201508290,boxscore,CHC,@,LAD,L,2,5,,73-55,3, 9.5,Howell,Lester,Jansen,3:23,N,"51,697",----,,False
5636,129,201508300,boxscore,CHC,@,LAD,W,2,0,,74-55,3, 9.5,Arrieta,Wood,,2:42,N,"46,679",+,,False
5637,130,201508310,boxscore,CHC,,CIN,L,6,13,,74-56,3, 10.5,Mattheus,Grimm,Chapman,3:22,N,"34,017",-,,True
5638,131,201509010,boxscore,CHC,,CIN,W,5,4,,75-56,3, 10.5,Rodney,Badenhop,Rondon,3:03,N,"33,756",+,,True
5639,132,201509020,boxscore,CHC,,CIN,L,4,7,,75-57,3, 10.5,Hoover,Rondon,Chapman,3:10,D,"31,165",-,,True
5640,133,201509040,boxscore,CHC,,ARI,W,14,5,,76-57,3, 9.5,Lester,Godley,,3:40,D,"36,132",+,,True
5641,134,201509050,boxscore,CHC,,ARI,W,2,0,,77-57,3, 9.5,Arrieta,Ray,Rondon,2:34,D,"40,690",++,,True
5642,135,201509060,boxscore,CHC,,ARI,W,6,4,,78-57,3, 8.5,Grimm,De La Rosa,,3:01,D,"41,183",+++,,True
5643,136,201509070,boxscore,CHC,@,STL,W,9,0,,79-57,3, 7.5,Haren,Lynn,,2:47,D,"45,986",++++,,False
5644,137,201509080,boxscore,CHC,@,STL,W,8,5,,80-57,3, 6.5,Hammel,Wacha,Rondon,3:07,N,"42,206",+++++,,False
5645,138,201509090,boxscore,CHC,@,STL,L,3,4,,80-58,3, 7.5,Broxton,Richard,Rosenthal,2:47,D,"43,557",-,,False
5646,139,201509111,boxscore,CHC,@,PHI,W,5,1,,81-58,3, 5.5,Arrieta,Morgan,,2:54,N,,+,,False
5647,140,201509112,boxscore,CHC,@,PHI,W,7,3,,82-58,3, 5.5,Hendricks,Asher,Rondon,2:56,N,"22,538",++,2015-09-10 (Rain),False
5648,141,201509120,boxscore,CHC,@,PHI,L-wo,5,7,,82-59,3, 5.5,Giles,Rondon,,3:12,N,"20,813",-,,False
5649,142,201509130,boxscore,CHC,@,PHI,L,4,7,,82-60,3, 6.5,Hinojosa,Richard,Giles,3:04,D,"23,450",--,,False
5650,143,201509151,boxscore,CHC,@,PIT,L,4,5,,82-61,3, 7.0,Watson,Grimm,Melancon,2:51,D,"31,488",---,,False
5651,144,201509152,boxscore,CHC,@,PIT,W,2,1,,83-61,3, 7.0,Lester,Happ,,2:44,N,"25,914",+,2015-08-03 (Rain),False
5652,145,201509160,boxscore,CHC,@,PIT,W,3,2,12,84-61,3, 7.0,Rondon,Worley,,4:17,N,"31,945",++,,False
5653,146,201509170,boxscore,CHC,@,PIT,W,9,6,,85-61,3, 7.0,Richard,Morton,Wood,3:05,D,"28,228",+++,,False
5654,147,201509180,boxscore,CHC,,STL,W,8,3,,86-61,3, 6.0,Hunter,Maness,,3:26,D,"40,846",++++,,True
5655,148,201509190,boxscore,CHC,,STL,W,5,4,,87-61,3, 5.0,Cahill,Wacha,Strop,3:11,D,"40,994",+++++,,True
5656,149,201509200,boxscore,CHC,,STL,L,3,4,,87-62,3, 6.0,Martinez,Lester,Rosenthal,3:26,D,"40,962",-,,True
5657,150,201509210,boxscore,CHC,,MIL,W,9,5,,88-62,3, 6.0,Hammel,Peralta,,3:08,N,"34,373",+,,True
5658,151,201509220,boxscore,CHC,,MIL,W,4,0,,89-62,3, 6.0,Arrieta,Cravy,,2:22,N,"36,270",++,,True
5659,152,201509230,boxscore,CHC,,MIL,L,1,4,,89-63,3, 7.0,Davies,Hendricks,Rodriguez,2:38,N,"37,559",-,,True
5660,153,201509250,boxscore,CHC,,PIT,L,2,3,,89-64,3, 7.5,Cole,Lester,Melancon,3:01,D,"40,432",--,,True
5661,154,201509260,boxscore,CHC,,PIT,L,0,4,,89-65,3, 8.5,Liriano,Hammel,,2:58,D,"41,150",---,,True
5662,155,201509270,boxscore,CHC,,PIT,W,4,0,,90-65,3, 7.5,Arrieta,Burnett,,2:52,N,"40,617",+,,True
5663,156,201509280,boxscore,CHC,,KCR,W-wo,1,0,11,91-65,3, 7.5,Rodney,Almonte,,2:49,N,"40,552",++,2015-05-30 (Rain),True
5664,157,201509290,boxscore,CHC,@,CIN,W,4,1,,92-65,3, 7.0,Haren,Smith,Wood,2:48,N,"18,168",+++,,False
5665,158,201509300,boxscore,CHC,@,CIN,W,10,3,,93-65,3, 6.5,Lester,DeSclafani,,3:00,N,"21,397",++++,,False
5666,159,201510010,boxscore,CHC,@,CIN,W,5,3,,94-65,3, 6.0,Hammel,Lamb,Rondon,2:55,D,"26,352",+++++,,False
5667,160,201510020,boxscore,CHC,@,MIL,W,6,1,,95-65,3, 5.0,Arrieta,Pena,,3:01,N,"30,044",++++++,,False
5668,161,201510030,boxscore,CHC,@,MIL,W,1,0,,96-65,3, 4.5,Hendricks,Wagner,Rondon,2:49,N,"35,291",+++++++,,False
5669,162,201510040,boxscore,CHC,@,MIL,W,3,1,,97-65,3, 3.0,Haren,Lopez,Wood,2:44,D,"32,959",++++++++,,False
5670,1,201504060,boxscore,CHW,@,KCR,L,1,10,,0-1,3, 1.0,Ventura,Samardzija,,2:50,D,"40,085",-,,False
5671,2,201504080,boxscore,CHW,@,KCR,L,5,7,,0-2,4, 2.0,Davis,Putnam,Holland,3:11,N,"23,385",--,,False
5672,3,201504090,boxscore,CHW,@,KCR,L,1,4,,0-3,4, 3.0,Volquez,Danks,Holland,2:37,D,"20,236",---,,False
5673,4,201504100,boxscore,CHW,,MIN,L,0,6,,0-4,5, 4.0,Milone,Noesi,Duensing,3:01,D,"38,533",----,,True
5674,5,201504110,boxscore,CHW,,MIN,W,5,4,,1-4,4, 4.0,Duke,Boyer,Robertson,2:54,D,"22,317",+,,True
5675,6,201504120,boxscore,CHW,,MIN,W,6,2,,2-4,3, 4.0,Sale,Hughes,,2:56,D,"23,057",++,,True
5676,7,201504140,boxscore,CHW,@,CLE,W,4,1,,3-4,3, 4.0,Quintana,Carrasco,Robertson,3:01,N,"10,642",+++,,False
5677,8,201504150,boxscore,CHW,@,CLE,L,2,4,,3-5,3, 4.5,Bauer,Danks,Allen,2:58,D,"11,042",-,,False
5678,9,201504170,boxscore,CHW,@,DET,L-wo,1,2,,3-6,4, 5.5,Soria,Duke,,2:35,D,"33,084",--,,False
5679,10,201504180,boxscore,CHW,@,DET,W,12,3,,4-6,3, 4.5,Sale,Sanchez,,3:01,D,"39,877",+,,False
5680,11,201504190,boxscore,CHW,@,DET,L,1,9,,4-7,4, 5.5,Greene,Quintana,,2:45,D,"30,357",-,,False
5681,12,201504200,boxscore,CHW,,CLE,W-wo,4,3,,5-7,3, 5.5,Robertson,Allen,,2:53,N,"13,055",+,,True
5682,13,201504210,boxscore,CHW,,CLE,L,2,6,,5-8,3, 5.5,Carrasco,Noesi,,3:07,N,"14,032",-,,True
5683,14,201504220,boxscore,CHW,,CLE,W,6,0,,6-8,3, 4.5,Samardzija,Kluber,,2:56,D,"14,429",+,,True
5684,15,201504230,boxscore,CHW,,KCR,L,2,3,13,6-9,3, 5.5,Morales,Petricka,Davis,4:07,N,"14,218",-,,True
5685,16,201504240,boxscore,CHW,,KCR,W-wo,3,2,,7-9,3, 4.5,Robertson,Herrera,,3:19,N,"20,350",+,,True
5686,17,201504260,boxscore,CHW,,KCR,W,5,3,,8-9,3, 4.0,Danks,Volquez,Robertson,2:48,D,"23,317",++,,True
5687,18,201504290,boxscore,CHW,@,BAL,L,2,8,,8-10,3, 5.0,Jimenez,Samardzija,,2:03,D,,-,,False
5688,19,201504300,boxscore,CHW,@,MIN,L,2,12,,8-11,4, 5.5,May,Sale,,2:40,N,"20,736",--,,False
5689,20,201505010,boxscore,CHW,@,MIN,L,0,1,,8-12,4, 6.5,Gibson,Quintana,Perkins,2:32,N,"22,794",---,,False
5690,21,201505020,boxscore,CHW,@,MIN,L,3,5,,8-13,4, 6.5,Nolasco,Noesi,Perkins,3:05,D,"30,551",----,,False
5691,22,201505030,boxscore,CHW,@,MIN,L,3,13,,8-14,4, 7.0,Pressly,Danks,,3:20,D,"22,423",-----,,False
5692,23,201505050,boxscore,CHW,,DET,W,5,2,,9-14,4, 6.5,Samardzija,Greene,Robertson,2:37,N,"16,351",+,,True
5693,24,201505060,boxscore,CHW,,DET,W,7,6,,10-14,4, 5.5,Putnam,Chamberlain,Robertson,3:41,N,"18,268",++,,True
5694,25,201505070,boxscore,CHW,,DET,L,1,4,,10-15,4, 6.5,Lobstein,Quintana,Soria,2:53,D,"20,081",-,,True
5695,26,201505091,boxscore,CHW,,CIN,L,4,10,,10-16,4, 6.5,Cueto,Carroll,,3:33,D,,--,,True
5696,27,201505092,boxscore,CHW,,CIN,W,8,2,,11-16,4, 6.5,Rodon,Marquis,,2:53,N,"27,980",+,2015-05-08 (Rain),True
5697,28,201505100,boxscore,CHW,,CIN,W-wo,4,3,,12-16,4, 6.5,Robertson,Chapman,,3:10,D,"20,123",++,,True
5698,29,201505110,boxscore,CHW,@,MIL,L,7,10,,12-17,4, 6.5,Broxton,Duke,Rodriguez,3:09,N,"29,886",-,,False
5699,30,201505120,boxscore,CHW,@,MIL,W,4,2,,13-17,4, 6.5,Sale,Blazek,Robertson,2:45,N,"26,935",+,,False
5700,31,201505130,boxscore,CHW,@,MIL,W,4,2,,14-17,4, 5.5,Quintana,Nelson,Robertson,3:07,N,"29,679",++,,False
5701,32,201505150,boxscore,CHW,@,OAK,W,7,6,,15-17,4, 6.0,Carroll,Abad,Duke,3:34,N,"21,464",+++,,False
5702,33,201505160,boxscore,CHW,@,OAK,W,4,3,,16-17,4, 5.0,Danks,Rodriguez,Robertson,3:06,N,"28,445",++++,,False
5703,34,201505170,boxscore,CHW,@,OAK,W,7,3,,17-17,4, 5.0,Samardzija,Kazmir,,2:56,D,"33,195",+++++,,False
5704,35,201505180,boxscore,CHW,,CLE,W-wo,2,1,10,18-17,4, 4.5,Duke,McAllister,,2:34,N,"17,712",++++++,,True
5705,36,201505190,boxscore,CHW,,CLE,L,1,3,,18-18,4, 5.5,Bauer,Quintana,Allen,2:57,N,"15,681",-,,True
5706,37,201505200,boxscore,CHW,,CLE,L,3,4,,18-19,4, 6.5,Marcum,Jennings,Allen,2:56,N,"15,146",--,,True
5707,38,201505210,boxscore,CHW,,CLE,L,2,5,,18-20,4, 7.0,Salazar,Danks,,3:04,N,"18,321",---,,True
5708,39,201505220,boxscore,CHW,,MIN,W,3,2,,19-20,4, 7.0,Samardzija,Thompson,Robertson,2:21,N,"21,067",+,,True
5709,40,201505230,boxscore,CHW,,MIN,L,3,4,,19-21,4, 8.0,May,Sale,Perkins,2:12,D,"38,714",-,,True
5710,41,201505240,boxscore,CHW,,MIN,L,1,8,,19-22,4, 8.0,Gibson,Quintana,,2:37,D,"30,180",--,,True
5711,42,201505250,boxscore,CHW,@,TOR,L,0,6,,19-23,4, 8.0,Hutchison,Noesi,,2:10,N,"15,168",---,,False
5712,43,201505260,boxscore,CHW,@,TOR,L-wo,9,10,,19-24,4, 8.0,Delabar,Robertson,,3:12,N,"17,276",----,,False
5713,44,201505270,boxscore,CHW,@,TOR,W,5,3,10,20-24,4, 7.0,Robertson,Osuna,,3:31,D,"15,463",+,,False
5714,45,201505281,boxscore,CHW,@,BAL,W,3,2,,21-24,5, 7.0,Sale,Wilson,Petricka,2:51,D,,++,2015-04-28 (Safety concerns (Baltimore riots)),False
5715,46,201505282,boxscore,CHW,@,BAL,L,3,6,,21-25,5, 7.0,Wright,Beck,Britton,2:48,D,"18,441",-,2015-04-27 (Safety concerns (Baltimore riots)),False
5716,47,201505290,boxscore,CHW,@,HOU,W,6,3,11,22-25,4, 7.0,Jennings,Fields,Robertson,4:08,N,"25,957",+,,False
5717,48,201505300,boxscore,CHW,@,HOU,L,0,3,,22-26,5, 7.5,Keuchel,Quintana,,2:29,D,"29,720",-,,False
5718,49,201505310,boxscore,CHW,@,HOU,W,6,0,,23-26,5, 7.0,Danks,Hernandez,,2:37,D,"27,423",+,,False
5719,50,201506020,boxscore,CHW,@,TEX,L,2,15,,23-27,5, 7.0,Lewis,Samardzija,,2:35,N,"27,558",-,,False
5720,51,201506030,boxscore,CHW,@,TEX,W,9,2,,24-27,5, 6.5,Sale,Martinez,,3:06,N,"32,598",+,,False
5721,52,201506040,boxscore,CHW,@,TEX,L-wo,1,2,11,24-28,5, 7.5,Scheppers,Jennings,,3:55,N,"27,616",-,,False
5722,53,201506050,boxscore,CHW,,DET,W-wo,4,3,11,25-28,5, 6.5,Petricka,Wilson,,3:08,N,"24,761",+,,True
5723,54,201506060,boxscore,CHW,,DET,L,1,7,,25-29,5, 6.5,Price,Danks,,2:54,N,"28,368",-,,True
5724,55,201506070,boxscore,CHW,,DET,L,4,6,,25-30,5, 7.5,Simon,Samardzija,Soria,2:38,D,"29,059",--,,True
5725,56,201506080,boxscore,CHW,,HOU,W,3,1,,26-30,5, 6.5,Sale,McCullers,Robertson,2:13,N,"17,352",+,,True
5726,57,201506090,boxscore,CHW,,HOU,W,4,2,,27-30,4, 6.5,Rodon,Keuchel,Robertson,3:07,N,"18,439",++,,True
5727,58,201506100,boxscore,CHW,,HOU,W,4,1,,28-30,4, 6.5,Quintana,Sipp,Robertson,3:12,N,"17,455",+++,,True
5728,59,201506120,boxscore,CHW,@,TBR,L,5,7,,28-31,4, 6.5,Andriese,Danks,McGee,3:07,N,"13,448",-,,False
5729,60,201506130,boxscore,CHW,@,TBR,L,4,5,,28-32,5, 6.5,Boxberger,Putnam,McGee,2:46,D,"20,248",--,,False
5730,61,201506140,boxscore,CHW,@,TBR,L,1,2,,28-33,5, 7.0,Riefenhauser,Sale,Jepsen,2:42,D,"17,962",---,,False
5731,62,201506150,boxscore,CHW,@,PIT,L,0,11,,28-34,5, 8.0,Liriano,Rodon,,2:51,N,"24,536",----,,False
5732,63,201506160,boxscore,CHW,@,PIT,L,0,3,,28-35,5, 9.0,Morton,Quintana,Melancon,2:44,N,"28,413",-----,,False
5733,64,201506170,boxscore,CHW,,PIT,L,2,3,,28-36,5, 10.0,Locke,Danks,Melancon,2:27,N,"19,194",------,,True
5734,65,201506180,boxscore,CHW,,PIT,L,2,3,,28-37,5, 11.0,Cole,Petricka,Melancon,2:58,N,"21,296",-------,,True
5735,66,201506190,boxscore,CHW,,TEX,L,1,2,,28-38,5, 11.0,Lewis,Robertson,Tolleson,2:26,N,"22,864",--------,,True
